path	book	asset_dir	page	track	confidence	reason	alt	tex_refs	width	height	bytes	white	black	status
books/assets/algebra-2/fig-p0034-01.png	代数（第二册）	algebra-2	34	T	high	对照 raw 第34页，已改 TikZ	图1.2	tex/books/代数（第二册）.tex:1798	401	78	962	0.890	0.110	replaced
books/assets/algebra-2/fig-p0040-01.png	代数（第二册）	algebra-2	40	T	high	对照 raw 第40页，已改 TikZ	图1-3	tex/books/代数（第二册）.tex:2080	287	218	1686	0.914	0.086	replaced
books/assets/algebra-2/fig-p0046-01.png	代数（第二册）	algebra-2	46	V	low	初分待对照 raw 改轨	（第14题）	tex/books/代数（第二册）.tex:2368	229	121	2052	0.808	0.192	pending
books/assets/algebra-2/fig-p0073-01.png	代数（第二册）	algebra-2	73	T	high	对照 raw 第73页，已改 TikZ	图2.1	tex/books/代数（第二册）.tex:3740	349	72	645	0.937	0.063	replaced
books/assets/algebra-2/fig-p0074-01.png	代数（第二册）	algebra-2	74	T	high	对照 raw 第74页，已改 TikZ	图2.2	tex/books/代数（第二册）.tex:3748	352	67	610	0.928	0.072	replaced
books/assets/algebra-2/fig-p0074-02.png	代数（第二册）	algebra-2	74	T	high	对照 raw 第74页，已改 TikZ	图2.3	tex/books/代数（第二册）.tex:3771	278	69	467	0.919	0.081	replaced
books/assets/algebra-2/fig-p0075-01.png	代数（第二册）	algebra-2	75	T	high	对照 raw 第75页，已改 TikZ	图2.4	tex/books/代数（第二册）.tex:3800	304	78	393	0.947	0.053	replaced
books/assets/algebra-2/fig-p0075-02.png	代数（第二册）	algebra-2	75	T	high	对照 raw 第75页，已改 TikZ	图2.5	tex/books/代数（第二册）.tex:3806	192	64	325	0.947	0.053	replaced
books/assets/algebra-2/fig-p0077-01.png	代数（第二册）	algebra-2	77	T	high	对照 raw 第77页数轴，已改 TikZ	图2.6	tex/books/代数（第二册）.tex:3956	350	73	531	0.936	0.064	replaced
books/assets/algebra-2/fig-p0077-02.png	代数（第二册）	algebra-2	77	T	high	对照 raw 第77页数轴，已改 TikZ	图2.7	tex/books/代数（第二册）.tex:3972	367	56	423	0.919	0.081	replaced
books/assets/algebra-2/fig-p0078-01.png	代数（第二册）	algebra-2	78	T	high	对照 raw 第78页数轴，已改 TikZ	图2.8	tex/books/代数（第二册）.tex:3988	358	72	521	0.923	0.077	replaced
books/assets/algebra-2/fig-p0080-01.png	代数（第二册）	algebra-2	80	T	high	对照 raw 第80页数轴，已改 TikZ	图2.9	tex/books/代数（第二册）.tex:4099	252	90	562	0.934	0.066	replaced
books/assets/algebra-2/fig-p0080-02.png	代数（第二册）	algebra-2	80	T	high	对照 raw 第80页数轴，已改 TikZ	图2.10	tex/books/代数（第二册）.tex:4105	260	89	553	0.930	0.070	replaced
books/assets/algebra-2/fig-p0080-03.png	代数（第二册）	algebra-2	80	T	high	对照 raw 第80页数轴，已改 TikZ	图2.11	tex/books/代数（第二册）.tex:4148	513	61	485	0.944	0.056	replaced
books/assets/algebra-2/fig-p0082-01.png	代数（第二册）	algebra-2	82	T	high	对照 raw 第82页线图，已改 TikZ	图2·12	tex/books/代数（第二册）.tex:4216	413	83	772	0.940	0.060	replaced
books/assets/algebra-2/fig-p0082-02.png	代数（第二册）	algebra-2	82	T	high	对照 raw 第82页线图，已改 TikZ	图2.13	tex/books/代数（第二册）.tex:4230	295	84	739	0.926	0.074	replaced
books/assets/algebra-2/fig-p0082-03.png	代数（第二册）	algebra-2	82	T	high	对照 raw 第82页线图，已改 TikZ	图2.14	tex/books/代数（第二册）.tex:4242	312	75	744	0.914	0.086	replaced
books/assets/algebra-2/fig-p0084-01.png	代数（第二册）	algebra-2	84	T	high	对照 raw 第84页线图，已改 TikZ	图2.15	tex/books/代数（第二册）.tex:4311	428	81	864	0.911	0.089	replaced
books/assets/algebra-2/fig-p0085-01.png	代数（第二册）	algebra-2	85	T	high	对照 raw 第85页线图，已改 TikZ	图2.16	tex/books/代数（第二册）.tex:4353	333	69	651	0.920	0.080	replaced
books/assets/algebra-2/fig-p0085-02.png	代数（第二册）	algebra-2	85	T	high	对照 raw 第85页线图，已改 TikZ	图2.17	tex/books/代数（第二册）.tex:4384	441	90	875	0.926	0.074	replaced
books/assets/algebra-2/fig-p0086-01.png	代数（第二册）	algebra-2	86	T	high	对照 raw 第86页数轴，已改 TikZ	图2.18	tex/books/代数（第二册）.tex:4416	333	63	616	0.912	0.088	replaced
books/assets/algebra-2/fig-p0126-01.png	代数（第二册）	algebra-2	126	T	high	对照 raw/PNG，已改 TikZ	（第4题）	tex/books/代数（第二册）.tex:6602	392	120	886	0.919	0.081	replaced
books/assets/algebra-2/fig-p0167-01.png	代数（第二册）	algebra-2	167	T	high	对照 raw/PNG，已改 TikZ	图示（原PDF第167页）	tex/books/代数（第二册）.tex:8392	261	152	1741	0.918	0.082	replaced
books/assets/algebra-2/fig-p0167-02.png	代数（第二册）	algebra-2	167	T	high	对照 raw/PNG，已改 TikZ	图示（原PDF第167页）	tex/books/代数（第二册）.tex:8409	262	151	1809	0.896	0.104	replaced
books/assets/algebra-2/fig-p0168-01.png	代数（第二册）	algebra-2	168	T	high	对照 raw/PNG，已改 TikZ	图示（原PDF第168页）	tex/books/代数（第二册）.tex:8428	265	156	1741	0.917	0.083	replaced
books/assets/algebra-2/fig-p0168-02.png	代数（第二册）	algebra-2	168	T	high	对照 raw/PNG，已改 TikZ	图示（原PDF第168页）	tex/books/代数（第二册）.tex:8448	265	154	1809	0.899	0.101	replaced
books/assets/algebra-2/fig-p0170-01.png	代数（第二册）	algebra-2	170	T	high	对照 raw/PNG，已改 TikZ	图示（原PDF第170页）	tex/books/代数（第二册）.tex:8567	263	155	1712	0.911	0.089	replaced
books/assets/algebra-2/fig-p0171-01.png	代数（第二册）	algebra-2	171	T	high	对照 raw/PNG，已改 TikZ	图示（原PDF第171页）	tex/books/代数（第二册）.tex:8587	263	152	1628	0.919	0.081	replaced
books/assets/algebra-2/fig-p0171-02.png	代数（第二册）	algebra-2	171	T	high	对照 raw/PNG，已改 TikZ	图示（原PDF第171页）	tex/books/代数（第二册）.tex:8600	264	186	2147	0.882	0.118	replaced
books/assets/algebra-2/fig-p0171-03.png	代数（第二册）	algebra-2	171	T	high	对照 raw/PNG，已改 TikZ	图示（原PDF第171页）	tex/books/代数（第二册）.tex:8621	269	205	1878	0.924	0.076	replaced
books/assets/algebra-2/fig-p0177-01.png	代数（第二册）	algebra-2	177	T	high	对照 raw/PNG，已改 TikZ	图4-1	tex/books/代数（第二册）.tex:8870	397	151	1051	0.945	0.055	replaced
books/assets/algebra-2/fig-p0178-01.png	代数（第二册）	algebra-2	178	T	high	对照 raw/PNG，已改 TikZ	图4-2	tex/books/代数（第二册）.tex:8908	282	131	617	0.940	0.060	replaced
books/assets/algebra-2/fig-p0182-01.png	代数（第二册）	algebra-2	182	T	high	已改 tabular/longtable	图示（原PDF第182页）	tex/books/代数（第二册）.tex:9086	515	286	4002	0.928	0.072	replaced
books/assets/algebra-2/fig-p0235-01.png	代数（第二册）	algebra-2	235	T	high	对照 raw/PNG，已改 TikZ	图示（原PDF第235页）	tex/books/代数（第二册）.tex:12841	72	85	304	0.965	0.035	replaced
books/assets/algebra-2/fig-p0274-01.png	代数（第二册）	algebra-2	274	T	high	对照 raw/PNG，已改 TikZ	图7-1	tex/books/代数（第二册）.tex:15453	262	198	1610	0.870	0.130	replaced
books/assets/algebra-2/fig-p0275-01.png	代数（第二册）	algebra-2	275	T	high	对照 raw/PNG，已改 TikZ	图7-2	tex/books/代数（第二册）.tex:15489	230	170	630	0.930	0.070	replaced
books/assets/algebra-2/fig-p0277-01.png	代数（第二册）	algebra-2	277	T	high	对照 raw/PNG，已改 TikZ	（第12题）	tex/books/代数（第二册）.tex:15631	233	167	1306	0.862	0.138	replaced
books/assets/algebra-2/fig-p0307-01.png	代数（第二册）	algebra-2	307	T	high	对照 raw/PNG，已改 TikZ	图7-3	tex/books/代数（第二册）.tex:17434	131	171	661	0.934	0.066	replaced
books/assets/algebra-2/fig-p0321-01.png	代数（第二册）	algebra-2	321	T	high	对照 raw/PNG，已改 TikZ	图8-1	tex/books/代数（第二册）.tex:18372	119	177	641	0.926	0.074	replaced
books/assets/algebra-3/fig-p0014-01.png	代数（第三册）	algebra-3	14	T	high	对照 raw 第14页，已改 TikZ	图1·1	tex/books/代数（第三册）.tex:751	175	184	1341	0.924	0.076	replaced
books/assets/algebra-3/fig-p0016-01.png	代数（第三册）	algebra-3	16	T	high	对照 raw 第16页，已改 TikZ	图1-2	tex/books/代数（第三册）.tex:879	273	196	1420	0.921	0.079	replaced
books/assets/algebra-3/fig-p0016-02.png	代数（第三册）	algebra-3	16	T	high	对照 raw 第16页，已改 TikZ	图1.3	tex/books/代数（第三册）.tex:907	350	82	711	0.933	0.067	replaced
books/assets/algebra-3/fig-p0017-01.png	代数（第三册）	algebra-3	17	T	high	对照 raw 第17页，已改 TikZ	图1-4	tex/books/代数（第三册）.tex:945	224	176	1442	0.877	0.123	replaced
books/assets/algebra-3/fig-p0018-01.png	代数（第三册）	algebra-3	18	T	high	对照 raw 第18页，已改 TikZ	图1.5	tex/books/代数（第三册）.tex:987	375	69	569	0.952	0.048	replaced
books/assets/algebra-3/fig-p0020-01.png	代数（第三册）	algebra-3	20	T	high	对照 raw 第20页，已改 TikZ	图1-6	tex/books/代数（第三册）.tex:1089	225	180	2369	0.859	0.141	replaced
books/assets/algebra-3/fig-p0021-01.png	代数（第三册）	algebra-3	21	T	high	对照 raw 第21页，已改 TikZ	图示（原PDF第21页）	tex/books/代数（第三册）.tex:1183	247	176	2342	0.868	0.132	replaced
books/assets/algebra-3/fig-p0021-02.png	代数（第三册）	algebra-3	21	V	low	初分待对照 raw 改轨	图示（原PDF第21页）	tex/books/代数（第三册）.tex:1189	244	176	2633	0.832	0.168	pending
books/assets/algebra-3/fig-p0021-03.png	代数（第三册）	algebra-3	21	T	high	对照 raw 第21页，已改 TikZ	图示（原PDF第21页）	tex/books/代数（第三册）.tex:1195	244	177	2326	0.870	0.130	replaced
books/assets/algebra-3/fig-p0021-04.png	代数（第三册）	algebra-3	21	V	low	初分待对照 raw 改轨	(第1题)	tex/books/代数（第三册）.tex:1201	246	177	2621	0.837	0.163	pending
books/assets/algebra-3/fig-p0023-01.png	代数（第三册）	algebra-3	23	T	high	对照 raw 第23页，已改 TikZ	图示（原PDF第23页）	tex/books/代数（第三册）.tex:1311	204	174	882	0.944	0.056	replaced
books/assets/algebra-3/fig-p0023-02.png	代数（第三册）	algebra-3	23	T	high	对照 raw 第23页，已改 TikZ	图示（原PDF第23页）	tex/books/代数（第三册）.tex:1319	208	174	795	0.942	0.058	replaced
books/assets/algebra-3/fig-p0023-03.png	代数（第三册）	algebra-3	23	T	high	对照 raw 第23页，已改 TikZ	图示（原PDF第23页）	tex/books/代数（第三册）.tex:1335	168	173	673	0.949	0.051	replaced
books/assets/algebra-3/fig-p0023-04.png	代数（第三册）	algebra-3	23	T	high	对照 raw 第23页，已改 TikZ	图示（原PDF第23页）	tex/books/代数（第三册）.tex:1343	171	173	688	0.936	0.064	replaced
books/assets/algebra-3/fig-p0035-01.png	代数（第三册）	algebra-3	35	T	high	对照 raw 第35页，已改 TikZ	(1)	tex/books/代数（第三册）.tex:1974	262	70	320	0.964	0.036	replaced
books/assets/algebra-3/fig-p0035-02.png	代数（第三册）	algebra-3	35	T	high	对照 raw 第35页，已改 TikZ	(2)	tex/books/代数（第三册）.tex:1982	259	71	369	0.952	0.048	replaced
books/assets/algebra-3/fig-p0038-01.png	代数（第三册）	algebra-3	38	T	high	对照 raw 第38页数轴或线图，已改 TikZ	图2·2	tex/books/代数（第三册）.tex:2116	352	69	588	0.928	0.072	replaced
books/assets/algebra-3/fig-p0039-01.png	代数（第三册）	algebra-3	39	T	high	对照 raw 第39页数轴或线图，已改 TikZ	图2.3	tex/books/代数（第三册）.tex:2147	380	83	534	0.954	0.046	replaced
books/assets/algebra-3/fig-p0039-02.png	代数（第三册）	algebra-3	39	T	high	对照 raw 第39页数轴或线图，已改 TikZ	图2.4	tex/books/代数（第三册）.tex:2186	374	66	434	0.942	0.058	replaced
books/assets/algebra-3/fig-p0040-01.png	代数（第三册）	algebra-3	40	T	high	对照 raw 第40页数轴或线图，已改 TikZ	图2.5	tex/books/代数（第三册）.tex:2217	272	80	382	0.960	0.040	replaced
books/assets/algebra-3/fig-p0041-01.png	代数（第三册）	algebra-3	41	T	high	对照 raw 第41页数轴或线图，已改 TikZ	图2·6	tex/books/代数（第三册）.tex:2246	337	60	392	0.950	0.050	replaced
books/assets/algebra-3/fig-p0043-01.png	代数（第三册）	algebra-3	43	T	high	对照 raw 第43页数轴或线图，已改 TikZ	图2-7	tex/books/代数（第三册）.tex:2338	430	79	591	0.944	0.056	replaced
books/assets/algebra-3/fig-p0043-02.png	代数（第三册）	algebra-3	43	T	high	对照 raw 页数轴区间，已改 TikZ	图2-8	tex/books/代数（第三册）.tex:2358	437	76	652	0.936	0.064	replaced
books/assets/algebra-3/fig-p0044-01.png	代数（第三册）	algebra-3	44	T	high	对照 raw 页数轴区间，已改 TikZ	图2-9	tex/books/代数（第三册）.tex:2374	440	73	521	0.958	0.042	replaced
books/assets/algebra-3/fig-p0047-01.png	代数（第三册）	algebra-3	47	T	high	对照 raw 页数轴区间，已改 TikZ	图2.10	tex/books/代数（第三册）.tex:2523	563	95	1029	0.962	0.038	replaced
books/assets/algebra-3/fig-p0047-02.png	代数（第三册）	algebra-3	47	T	high	对照 raw 页数轴区间，已改 TikZ	图2.12	tex/books/代数（第三册）.tex:2548	287	50	302	0.958	0.042	replaced
books/assets/algebra-3/fig-p0047-03.png	代数（第三册）	algebra-3	47	T	high	对照 raw 页数轴区间，已改 TikZ	数轴上的左闭右开区间（含 a，不含 b）	tex/books/代数（第三册）.tex:2560	281	49	316	0.942	0.058	replaced
books/assets/algebra-3/fig-p0047-04.png	代数（第三册）	algebra-3	47	T	high	对照 raw 页数轴区间，已改 TikZ	表示全体实数的数轴	tex/books/代数（第三册）.tex:2580	257	46	266	0.941	0.059	replaced
books/assets/algebra-3/fig-p0048-01.png	代数（第三册）	algebra-3	48	T	high	对照 raw 第48页数轴区间，已改 TikZ	图示（原PDF第48页）	tex/books/代数（第三册）.tex:2618	240	241	884	0.968	0.032	replaced
books/assets/algebra-3/fig-p0048-02.png	代数（第三册）	algebra-3	48	T	high	对照 raw 第48页数轴区间，已改 TikZ	图2-15	tex/books/代数（第三册）.tex:2624	233	240	922	0.964	0.036	replaced
books/assets/algebra-3/fig-p0051-01.png	代数（第三册）	algebra-3	51	T	high	对照 raw 第51页数轴区间，已改 TikZ	图2-16	tex/books/代数（第三册）.tex:2819	289	59	401	0.930	0.070	replaced
books/assets/algebra-3/fig-p0059-01.png	代数（第三册）	algebra-3	59	T	high	对照 raw 第59页数轴区间，已改 TikZ	图2-17	tex/books/代数（第三册）.tex:3294	352	82	609	0.951	0.049	replaced
books/assets/algebra-3/fig-p0059-02.png	代数（第三册）	algebra-3	59	T	high	对照 raw 第59页数轴区间，已改 TikZ	图2.18	tex/books/代数（第三册）.tex:3320	367	83	700	0.949	0.051	replaced
books/assets/algebra-3/fig-p0060-02.png	代数（第三册）	algebra-3	60	T	high	对照 raw 第60页数轴区间，已改 TikZ	图2-19	tex/books/代数（第三册）.tex:3378	402	80	707	0.938	0.062	replaced
books/assets/algebra-3/fig-p0061-01.png	代数（第三册）	algebra-3	61	T	high	对照 raw 数轴区间图，已改 TikZ	图2-20	tex/books/代数（第三册）.tex:3394	390	70	536	0.955	0.045	replaced
books/assets/algebra-3/fig-p0061-02.png	代数（第三册）	algebra-3	61	T	high	对照 raw 数轴区间图，已改 TikZ	图2.21	tex/books/代数（第三册）.tex:3417	497	87	747	0.941	0.059	replaced
books/assets/algebra-3/fig-p0089-01.png	代数（第三册）	algebra-3	89	T	high	对照 raw 第89页，已改 TikZ	图2·22	tex/books/代数（第三册）.tex:5013	268	222	1236	0.956	0.044	replaced
books/assets/algebra-3/fig-p0091-01.png	代数（第三册）	algebra-3	91	T	high	对照 raw 第91页，已改 TikZ	(第5题)	tex/books/代数（第三册）.tex:5146	136	191	553	0.942	0.058	replaced
books/assets/algebra-3/fig-p0092-01.png	代数（第三册）	algebra-3	92	T	high	对照 raw 数轴区间图，已改 TikZ	图2.23	tex/books/代数（第三册）.tex:5174	581	107	1091	0.968	0.032	replaced
books/assets/algebra-3/fig-p0094-01.png	代数（第三册）	algebra-3	94	T	high	对照 raw 数轴区间图，已改 TikZ	图2.24	tex/books/代数（第三册）.tex:5272	341	109	857	0.940	0.060	replaced
books/assets/algebra-3/fig-p0094-02.png	代数（第三册）	algebra-3	94	T	high	对照 raw 数轴区间图，已改 TikZ	图2·25	tex/books/代数（第三册）.tex:5311	297	111	634	0.954	0.046	replaced
books/assets/algebra-3/fig-p0115-01.png	代数（第三册）	algebra-3	115	T	high	对照 raw 函数图，已改 TikZ	图3.1	tex/books/代数（第三册）.tex:6642	326	270	2007	0.951	0.049	replaced
books/assets/algebra-3/fig-p0115-02.png	代数（第三册）	algebra-3	115	T	high	对照 raw 函数图，已改 TikZ	图3-2	tex/books/代数（第三册）.tex:6654	328	295	2317	0.949	0.051	replaced
books/assets/algebra-3/fig-p0123-01.png	代数（第三册）	algebra-3	123	T	high	对照 raw 函数图，已改 TikZ	图3·3	tex/books/代数（第三册）.tex:7103	326	331	984	0.989	0.011	replaced
